uuid,task_type,question_type,query,question,options,answer,exp,other,source,medical competencies,medical disciplines,disease,symptom,procedure,equipment,drug,item,body,microbes,department,disease taboos,disease advices,level
d98ae896-68d4-4d70-856d-b52fe58c8470,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医学伦理学的基本问题是（　　）。
请从以下选项中选择一个答案：
A.医德和行为的关系问题
B.医德和利益的关系问题
C.医德和规范的关系问题
D.医德和权利的关系问题
E.医德和义务的关系问题

请注意，请你先给出正确答案，再给出你的解释。",医学伦理学的基本问题是（　　）。,"['A.医德和行为的关系问题', 'B.医德和利益的关系问题', 'C.医德和规范的关系问题', 'D.医德和权利的关系问题', 'E.医德和义务的关系问题']",B,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
81e6d9f6-5484-4488-8f10-a981d72201ee,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医务人员的同情感，不正确的是（　　）。
请从以下选项中选择一个答案：
A.它是医务人员发自内心的情感
B.它是促使医务人员为患者服务的原始动力
C.它是医德情感内容中低层次的情感
D.它是责任感的基础
E.它比责任感具有较大的稳定性

请注意，请你先给出正确答案，再给出你的解释。",关于医务人员的同情感，不正确的是（　　）。,"['A.它是医务人员发自内心的情感', 'B.它是促使医务人员为患者服务的原始动力', 'C.它是医德情感内容中低层次的情感', 'D.它是责任感的基础', 'E.它比责任感具有较大的稳定性']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
92fd5bd7-068d-4863-8b3a-1db059c042dc,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医德情感，下列叙述正确的是（　　）。
请从以下选项中选择一个答案：
A.它与医德义务无关
B.它以医务人员个人的需要为前提
C.它应能满足病人的一切需要
D.它是医务人员的盲目冲动
E.它是医务人员内心体验的自然流露

请注意，请你先给出正确答案，再给出你的解释。",关于医德情感，下列叙述正确的是（　　）。,"['A.它与医德义务无关', 'B.它以医务人员个人的需要为前提', 'C.它应能满足病人的一切需要', 'D.它是医务人员的盲目冲动', 'E.它是医务人员内心体验的自然流露']",E,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
79fefc6c-73e9-43f6-8894-3e64b085a7be,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于道德权利，下述叙述正确的是（　　）。
请从以下选项中选择一个答案：
A.道德权利都是法律权利
B.道德权利是依法行使的权利和应享受的利益
C.道德权利是法律权利的后盾
D.道德权利与道德义务是对应的
E.道德权利是尽道德义务的前提

请注意，请你先给出正确答案，再给出你的解释。",关于道德权利，下述叙述正确的是（　　）。,"['A.道德权利都是法律权利', 'B.道德权利是依法行使的权利和应享受的利益', 'C.道德权利是法律权利的后盾', 'D.道德权利与道德义务是对应的', 'E.道德权利是尽道德义务的前提']",D,,医学伦理学,MedQA,公卫法律伦理,,,,,,,,,,,,,
5aa60c79-35a6-415b-a529-3a9e93405908,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医德良心，下述提法中不正确的是（　　）。
请从以下选项中选择一个答案：
A.医德良心是对道德情感的深化
B.医德良心是对道德责任的自觉认识
C.医德良心在行为前具有选择作用
D.医德良心在行为中具有监督作用
E.医德良心在行为后具有社会评价作用

请注意，请你先给出正确答案，再给出你的解释。",关于医德良心，下述提法中不正确的是（　　）。,"['A.医德良心是对道德情感的深化', 'B.医德良心是对道德责任的自觉认识', 'C.医德良心在行为前具有选择作用', 'D.医德良心在行为中具有监督作用', 'E.医德良心在行为后具有社会评价作用']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
4ed7b91a-5598-4ba3-a1c8-721bc91a2476,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项为医学伦理学中最古老、最有生命力的医德范畴？（　　）
请从以下选项中选择一个答案：
A.医疗保密
B.医疗公正
C.医疗权利
D.医疗荣誉
E.医疗义务

请注意，请你先给出正确答案，再给出你的解释。",下列哪项为医学伦理学中最古老、最有生命力的医德范畴？（　　）,"['A.医疗保密', 'B.医疗公正', 'C.医疗权利', 'D.医疗荣誉', 'E.医疗义务']",A,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
7308bb27-1b11-4e8f-9db2-86aec265c0ea,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医师在医疗活动中对病人和社会履行义务的道德责任感和自我评价能力，称为医师的（　　）。
请从以下选项中选择一个答案：
A.爱心
B.诚心
C.良心
D.善心
E.同情心

请注意，请你先给出正确答案，再给出你的解释。",医师在医疗活动中对病人和社会履行义务的道德责任感和自我评价能力，称为医师的（　　）。,"['A.爱心', 'B.诚心', 'C.良心', 'D.善心', 'E.同情心']",C,,医学伦理学,MedQA,,['公卫法律伦理'],,,,,,,,,,,,
a4e35119-a253-47af-b0f7-7e2e95ef9df1,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
对病人保密的要求不包括（　　）。
请从以下选项中选择一个答案：
A.病人不良的病情预后
B.病人不良的病情诊断
C.病人所需特殊检查
D.医师同事的医疗差错
E.医师同事的个人隐私

请注意，请你先给出正确答案，再给出你的解释。",对病人保密的要求不包括（　　）。,"['A.病人不良的病情预后', 'B.病人不良的病情诊断', 'C.病人所需特殊检查', 'D.医师同事的医疗差错', 'E.医师同事的个人隐私']",C,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
d9a7c69a-399d-425f-b48b-e6e02be249a6,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
临床医师应尽的道德义务中，首要和根本的是（　　）。
请从以下选项中选择一个答案：
A.对医院的义务
B.对同事的义务
C.对医学的义务
D.对社会的义务
E.对病人的义务

请注意，请你先给出正确答案，再给出你的解释。",临床医师应尽的道德义务中，首要和根本的是（　　）。,"['A.对医院的义务', 'B.对同事的义务', 'C.对医学的义务', 'D.对社会的义务', 'E.对病人的义务']",E,,医学伦理学,MedQA,['公卫法律伦理'],['临床医学'],,,,,,,,,,,,
3ec5da13-0eef-4224-bdb7-c8ce25be34d4,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
为了切实做到尊重病人自主性或决定，医生向病人提供信息时不能（　　）。
请从以下选项中选择一个答案：
A.适量
B.诱导
C.理解
D.适度
E.开导

请注意，请你先给出正确答案，再给出你的解释。",为了切实做到尊重病人自主性或决定，医生向病人提供信息时不能（　　）。,"['A.适量', 'B.诱导', 'C.理解', 'D.适度', 'E.开导']",B,,医学伦理学,MedQA,['公卫法律伦理'],"['基础医学', '临床医学']",,,,,,,,,,,,
62283145-a6e0-4391-908d-f76f0d727506,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医生必须保守病人的秘密，但不包括（　　）。
请从以下选项中选择一个答案：
A.病人的过失行为
B.病人的生理缺陷
C.病人的某些心理
D.病人的某些怪癖
E.病人的不良预后

请注意，请你先给出正确答案，再给出你的解释。",医生必须保守病人的秘密，但不包括（　　）。,"['A.病人的过失行为', 'B.病人的生理缺陷', 'C.病人的某些心理', 'D.病人的某些怪癖', 'E.病人的不良预后']",E,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
48555c21-49f2-495b-8e49-9c129f4ff734,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
在保护病人隐私时不包括（　　）。
请从以下选项中选择一个答案：
A.患者不愿让他人知道的个人行为，要求绝对保密
B.患者不愿让他人知道的变态心理，要求绝对保密
C.患者不愿让他人知道的家庭生活，要求绝对保密
D.患者不愿让他人知道的不良诊断，要求绝对保密
E.患者不愿让他人知道的艾滋病病情，要求绝对保密

请注意，请你先给出正确答案，再给出你的解释。",在保护病人隐私时不包括（　　）。,"['A.患者不愿让他人知道的个人行为，要求绝对保密', 'B.患者不愿让他人知道的变态心理，要求绝对保密', 'C.患者不愿让他人知道的家庭生活，要求绝对保密', 'D.患者不愿让他人知道的不良诊断，要求绝对保密', 'E.患者不愿让他人知道的艾滋病病情，要求绝对保密']",E,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,['艾滋病'],,,,,,,,,,,
9d2cb0ad-7051-49c5-8457-e95ed6f9d870,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
在处理保守医密与讲真话二者关系时，下列说法正确的是（　　）。
请从以下选项中选择一个答案：
A.传染病人保密，不讲疾病实情
B.慢性病人保密，不讲疾病实情
C.妇科病人保密，不讲疾病实情
D.晚期癌症病人保密，不讲疾病实情
E.早期癌症病人保密，不讲疾病实情

请注意，请你先给出正确答案，再给出你的解释。",在处理保守医密与讲真话二者关系时，下列说法正确的是（　　）。,"['A.传染病人保密，不讲疾病实情', 'B.慢性病人保密，不讲疾病实情', 'C.妇科病人保密，不讲疾病实情', 'D.晚期癌症病人保密，不讲疾病实情', 'E.早期癌症病人保密，不讲疾病实情']",D,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],['晚期癌症'],,,,,,,,,,,
1c39156c-cb50-4862-835f-25f8dc8666b2,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
治疗要获得病人的知情同意，其道德价值不包括（　　）。
请从以下选项中选择一个答案：
A.保护患者自主权
B.维持社会公正
C.解脱医生责任
D.协调医患关系
E.保证医疗质量

请注意，请你先给出正确答案，再给出你的解释。",治疗要获得病人的知情同意，其道德价值不包括（　　）。,"['A.保护患者自主权', 'B.维持社会公正', 'C.解脱医生责任', 'D.协调医患关系', 'E.保证医疗质量']",C,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
a501b274-2ee3-4149-af89-22f621631997,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
尊重病人自主性或决定，在病人坚持己见时，医生应（　　）。
请从以下选项中选择一个答案：
A.听命于患者
B.放弃自己的责任
C.无需具体分析
D.必要时限制病人自主性
E.不伤害患者

请注意，请你先给出正确答案，再给出你的解释。",尊重病人自主性或决定，在病人坚持己见时，医生应（　　）。,"['A.听命于患者', 'B.放弃自己的责任', 'C.无需具体分析', 'D.必要时限制病人自主性', 'E.不伤害患者']",D,,医学伦理学,MedQA,['公卫法律伦理'],"['基础医学', '临床医学']",,,,,,,,,,,,
763461b2-e769-4c08-868e-0cbe66f6545c,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
作为医学伦理学基本范畴的权利，其重点内容是（　　）。
请从以下选项中选择一个答案：
A.护士的权利
B.医师的权利
C.医院的权利
D.病人的权利
E.病人家属的权利

请注意，请你先给出正确答案，再给出你的解释。",作为医学伦理学基本范畴的权利，其重点内容是（　　）。,"['A.护士的权利', 'B.医师的权利', 'C.医院的权利', 'D.病人的权利', 'E.病人家属的权利']",D,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
3f2afd2d-6784-485a-ab4c-18d5e037af0e,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
保密的重要性不包括（　　）。
请从以下选项中选择一个答案：
A.不引起患者家庭纠纷
B.不危害他人及社会
C.不引起医患矛盾
D.不导致患者自残等后果
E.不引起对患者的歧视

请注意，请你先给出正确答案，再给出你的解释。",保密的重要性不包括（　　）。,"['A.不引起患者家庭纠纷', 'B.不危害他人及社会', 'C.不引起医患矛盾', 'D.不导致患者自残等后果', 'E.不引起对患者的歧视']",B,,医学伦理学,MedQA,,,,,,,,,,,,,,
d646239b-f53c-4ac9-9013-e8379ecb63a9,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
病人权利不包括（　　）。
请从以下选项中选择一个答案：
A.自我决定权
B.基本医疗权
C.知情同意权
D.要求保密权
E.保管病志权

请注意，请你先给出正确答案，再给出你的解释。",病人权利不包括（　　）。,"['A.自我决定权', 'B.基本医疗权', 'C.知情同意权', 'D.要求保密权', 'E.保管病志权']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
abf2e02e-0f31-45b8-8334-7199de7ad387,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
病人义务不包括（　　）。
请从以下选项中选择一个答案：
A.完全听从医师安排
B.不将疾病传播他人
C.认真执行医嘱
D.如实提供病情信息
E.尊重医师及其劳动

请注意，请你先给出正确答案，再给出你的解释。",病人义务不包括（　　）。,"['A.完全听从医师安排', 'B.不将疾病传播他人', 'C.认真执行医嘱', 'D.如实提供病情信息', 'E.尊重医师及其劳动']",A,,医学伦理学,MedQA,,,,,,,,,,,,,,
0c4c4abb-9b49-4ab4-b504-140427e344bf,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项为不违反保密原则的做法？（　　）
请从以下选项中选择一个答案：
A.透露患者家庭隐私
B.泄露患者隐私
C.将病人不良病情告知家属
D.告知患者不良诊断
E.告知患者不良预后

请注意，请你先给出正确答案，再给出你的解释。",下列哪项为不违反保密原则的做法？（　　）,"['A.透露患者家庭隐私', 'B.泄露患者隐私', 'C.将病人不良病情告知家属', 'D.告知患者不良诊断', 'E.告知患者不良预后']",C,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
55597454-a973-4904-9f4b-8dd3ff32d809,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
对待患者知情同意权的做法中，错误的是（　　）。
请从以下选项中选择一个答案：
A.对某些特殊急诊抢救视为例外
B.婴幼儿可以由监护人决定
C.无家属承诺，即使患者本人知情同意也不能给予手术治疗
D.做到完全知情
E.做到有效同意

请注意，请你先给出正确答案，再给出你的解释。",对待患者知情同意权的做法中，错误的是（　　）。,"['A.对某些特殊急诊抢救视为例外', 'B.婴幼儿可以由监护人决定', 'C.无家属承诺，即使患者本人知情同意也不能给予手术治疗', 'D.做到完全知情', 'E.做到有效同意']",C,,医学伦理学,MedQA,['公卫法律伦理'],['临床医学'],,,,,,,,,,,,
e86339c2-c9e5-4dd7-bc3b-19b7ff14af2a,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医学伦理学的基本范畴，下列说法正确的是（　　）。
请从以下选项中选择一个答案：
A.医学伦理学的基本范畴就是医务人员的权利和义务
B.医学伦理学的基本范畴就是医务人员的情感和良心
C.医学伦理学的基本范畴就是医学伦理学的基本概念
D.医学伦理学的基本范畴实质就是基本规范
E.医学伦理学的基本范畴就是医务人员行为的基本标准

请注意，请你先给出正确答案，再给出你的解释。",关于医学伦理学的基本范畴，下列说法正确的是（　　）。,"['A.医学伦理学的基本范畴就是医务人员的权利和义务', 'B.医学伦理学的基本范畴就是医务人员的情感和良心', 'C.医学伦理学的基本范畴就是医学伦理学的基本概念', 'D.医学伦理学的基本范畴实质就是基本规范', 'E.医学伦理学的基本范畴就是医务人员行为的基本标准']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
b5d70b32-04ac-459a-8118-2b54a7c42570,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列关于保密的说法中，不正确的是（　　）。
请从以下选项中选择一个答案：
A.对他人和社会有害的医疗秘密不属于保密的范围
B.要求医务人员不有意探听病人的隐私
C.只有在病人提出保密的要求的情况下，医师应为患者的病史等保密
D.它是医学伦理学中最有生命力的医德范畴
E.它是医学伦理学中最古老的医德范畴

请注意，请你先给出正确答案，再给出你的解释。",下列关于保密的说法中，不正确的是（　　）。,"['A.对他人和社会有害的医疗秘密不属于保密的范围', 'B.要求医务人员不有意探听病人的隐私', 'C.只有在病人提出保密的要求的情况下，医师应为患者的病史等保密', 'D.它是医学伦理学中最有生命力的医德范畴', 'E.它是医学伦理学中最古老的医德范畴']",C,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
f63fba10-a43a-4a3e-92f7-d8f95628bf34,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项不属于医者的义务？（　　）
请从以下选项中选择一个答案：
A.医疗的义务
B.减轻痛苦的义务
C.保守医密的义务
D.解释说明的义务
E.积极配合诊疗的义务

请注意，请你先给出正确答案，再给出你的解释。",下列哪项不属于医者的义务？（　　）,"['A.医疗的义务', 'B.减轻痛苦的义务', 'C.保守医密的义务', 'D.解释说明的义务', 'E.积极配合诊疗的义务']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
1a7e5abc-576e-4860-a784-eb902fab407b,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项属于医者的义务？（　　）
请从以下选项中选择一个答案：
A.保持和恢复健康的义务
B.遵守医院规章制度的义务
C.保守医密和履行知情同意原则的义务
D.支持医学科学研究的义务
E.积极配合诊疗的义务

请注意，请你先给出正确答案，再给出你的解释。",下列哪项属于医者的义务？（　　）,"['A.保持和恢复健康的义务', 'B.遵守医院规章制度的义务', 'C.保守医密和履行知情同意原则的义务', 'D.支持医学科学研究的义务', 'E.积极配合诊疗的义务']",C,,医学伦理学,MedQA,['公卫法律伦理'],"['基础医学', '临床医学']",,,,,,,,,,,,
9b68d701-c8ae-4a23-94d2-f993df7b4345,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项不属于患者的权利？（　　）
请从以下选项中选择一个答案：
A.平等的医疗权
B.疾病认知权
C.获取工资报酬和津贴，享受国家规定的福利待遇权
D.知情同意权
E.保守个人秘密权

请注意，请你先给出正确答案，再给出你的解释。",下列哪项不属于患者的权利？（　　）,"['A.平等的医疗权', 'B.疾病认知权', 'C.获取工资报酬和津贴，享受国家规定的福利待遇权', 'D.知情同意权', 'E.保守个人秘密权']",C,,医学伦理学,MedQA,,,,,,,,,,,,,,
46c77c87-eaf8-4ae1-afaa-4c3bf04c9c43,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项为医务人员在履行医德义务过程中形成的深切的道德责任感和自我评价能力？（　　）
请从以下选项中选择一个答案：
A.医德范畴
B.医德义务
C.医德良心
D.医德情感
E.医德权利

请注意，请你先给出正确答案，再给出你的解释。",下列哪项为医务人员在履行医德义务过程中形成的深切的道德责任感和自我评价能力？（　　）,"['A.医德范畴', 'B.医德义务', 'C.医德良心', 'D.医德情感', 'E.医德权利']",C,,医学伦理学,MedQA,,,,,,,,,,,,,,
808c6b31-55bd-4a23-ba7f-61b8ca548450,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项为医务人员在心理上对自己的医德行为所表现的一种爱憎好恶的情绪状态？（　　）
请从以下选项中选择一个答案：
A.医德范畴
B.医德义务
C.医德良心
D.医德情感
E.医德权利

请注意，请你先给出正确答案，再给出你的解释。",下列哪项为医务人员在心理上对自己的医德行为所表现的一种爱憎好恶的情绪状态？（　　）,"['A.医德范畴', 'B.医德义务', 'C.医德良心', 'D.医德情感', 'E.医德权利']",D,,医学伦理学,MedQA,,,,,,,,,,,,,,
cd0c8d86-5271-4fe2-98e0-0b3bfc4cfaea,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医德义务，下列描述正确的是（　　）。
请从以下选项中选择一个答案：
A.医德义务表明患者和社会对医务人员的客观职业要求
B.履行医德义务等同于慈善行医
C.医德义务具有强制力
D.医德义务仅仅包括个体方面的内容
E.医德义务是伴随着国家而诞生的

请注意，请你先给出正确答案，再给出你的解释。",关于医德义务，下列描述正确的是（　　）。,"['A.医德义务表明患者和社会对医务人员的客观职业要求', 'B.履行医德义务等同于慈善行医', 'C.医德义务具有强制力', 'D.医德义务仅仅包括个体方面的内容', 'E.医德义务是伴随着国家而诞生的']",A,,医学伦理学,MedQA,公卫法律伦理,,,,,,,,,,,,,
4f9e71c5-0681-4131-9350-c11bb0ccf6ff,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列关于医德良心的描述，不正确的是（　　）。
请从以下选项中选择一个答案：
A.医德良心是外部的医德义务转化为内心医德要求的自觉意识
B.医德良心是一个最古老的医德范畴
C.医德良心的内容是主观的
D.医德良心是社会关系的反映
E.医德良心是医务人员在履行医德义务过程中形成的深切的道德责任感和自我评价能力

请注意，请你先给出正确答案，再给出你的解释。",下列关于医德良心的描述，不正确的是（　　）。,"['A.医德良心是外部的医德义务转化为内心医德要求的自觉意识', 'B.医德良心是一个最古老的医德范畴', 'C.医德良心的内容是主观的', 'D.医德良心是社会关系的反映', 'E.医德良心是医务人员在履行医德义务过程中形成的深切的道德责任感和自我评价能力']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
263ce11b-6b59-4467-ba52-fdb2a314d66d,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项为医德良心的特点？（　　）
请从以下选项中选择一个答案：
A.形式主观、内容客观
B.形式客观、内容主观
C.形式和内容既非主观也非客观
D.形式和内容都是主观的
E.形式和内容都是客观的

请注意，请你先给出正确答案，再给出你的解释。",下列哪项为医德良心的特点？（　　）,"['A.形式主观、内容客观', 'B.形式客观、内容主观', 'C.形式和内容既非主观也非客观', 'D.形式和内容都是主观的', 'E.形式和内容都是客观的']",A,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
dc11af3a-dbfe-4e9c-8372-8f05b306c3fe,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医生在临床诊疗过程运用干涉权，不正确的是（　　）。
请从以下选项中选择一个答案：
A.病人非理性地拒绝治疗
B.病人要求医生说真话，但真话会影响病人疾病的治疗效果
C.病人要求保密，但却对他人和社会可能产生危害
D.对病人非理性行为实施行为控制
E.病人要求复印自己的病历

请注意，请你先给出正确答案，再给出你的解释。",医生在临床诊疗过程运用干涉权，不正确的是（　　）。,"['A.病人非理性地拒绝治疗', 'B.病人要求医生说真话，但真话会影响病人疾病的治疗效果', 'C.病人要求保密，但却对他人和社会可能产生危害', 'D.对病人非理性行为实施行为控制', 'E.病人要求复印自己的病历']",E,,医学伦理学,MedQA,['公卫法律伦理'],['临床医学'],,,,,,,,,,,,
8b9155ed-7a27-405a-916e-35c89611a478,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
某年轻女患者因患左侧乳腺癌住院行根治术。术中同时为右侧乳房一个不明显硬节也做了常规冰冻病理切片，结果提示：右侧乳房小肿块部分癌变。此时，医生的最佳伦理选择为（　　）。
请从以下选项中选择一个答案：
A.依救死扶伤原则，行右乳大部分切除术
B.依人道原则，立即行右乳大部分切除术
C.依有利原则，立即行右乳根治术
D.依知情同意原则，立即行右乳根治术
E.依知情同意原则，立即行右乳大部分切除术

请注意，请你先给出正确答案，再给出你的解释。",某年轻女患者因患左侧乳腺癌住院行根治术。术中同时为右侧乳房一个不明显硬节也做了常规冰冻病理切片，结果提示：右侧乳房小肿块部分癌变。此时，医生的最佳伦理选择为（　　）。,"['A.依救死扶伤原则，行右乳大部分切除术', 'B.依人道原则，立即行右乳大部分切除术', 'C.依有利原则，立即行右乳根治术', 'D.依知情同意原则，立即行右乳根治术', 'E.依知情同意原则，立即行右乳大部分切除术']",E,,医学伦理学,MedQA,['公卫法律伦理'],['临床医学'],"['左侧乳腺癌', '右侧乳房小肿块部分癌变']",,"['根治术', '常规冰冻病理切片']",,,,"['右侧乳房', '左侧乳腺']",,['外科'],,,
8a3777df-95db-438a-8729-d6008ea185dc,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
一位3岁病儿患急性菌痢住进医院，经治疗本已好转，行将出院。其父母觉得小儿虚弱，要求输血。碍于情面，医生同意了。可护士为了快点交班，提议给予静脉推注输血。当时病儿哭闹，医护齐动手给他输血过程中，病儿突发心跳骤停死亡。此案例中医护人员发生的伦理过错是（　　）。
请从以下选项中选择一个答案：
A.无知无原则，违背了人道主义原则
B.无知无原则，违背了有利病人的原则
C.曲解家属自主权，违反操作规程，违背了有利病人的原则
D.曲解家属自主权，违反操作规程，违背了不伤害病人的原则
E.曲解家属自主权，违反操作规程，违背了人道主义原则

请注意，请你先给出正确答案，再给出你的解释。",一位3岁病儿患急性菌痢住进医院，经治疗本已好转，行将出院。其父母觉得小儿虚弱，要求输血。碍于情面，医生同意了。可护士为了快点交班，提议给予静脉推注输血。当时病儿哭闹，医护齐动手给他输血过程中，病儿突发心跳骤停死亡。此案例中医护人员发生的伦理过错是（　　）。,"['A.无知无原则，违背了人道主义原则', 'B.无知无原则，违背了有利病人的原则', 'C.曲解家属自主权，违反操作规程，违背了有利病人的原则', 'D.曲解家属自主权，违反操作规程，违背了不伤害病人的原则', 'E.曲解家属自主权，违反操作规程，违背了人道主义原则']",D,,医学伦理学,MedQA,['公卫法律伦理'],['临床医学'],['急性菌痢'],,['静脉推注输血'],,,,,,['儿科'],,,
4f24b468-5601-4235-ae9f-a33785238cc0,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
某病人，因医生开药少而且便宜，所以对医生有意见，诊治医生在对病人做解释时，下列哪项是不恰当的（　　）。
请从以下选项中选择一个答案：
A.合理配伍
B.对症下药
C.节约费用
D.医生权利有限
E.遵守医疗报销制度

请注意，请你先给出正确答案，再给出你的解释。",某病人，因医生开药少而且便宜，所以对医生有意见，诊治医生在对病人做解释时，下列哪项是不恰当的（　　）。,"['A.合理配伍', 'B.对症下药', 'C.节约费用', 'D.医生权利有限', 'E.遵守医疗报销制度']",D,,医学伦理学,MedQA,"['医学基础知识', '公卫法律伦理']",['临床医学'],,,,,,,,,,,,
dc9999bf-fc17-443b-b2da-8cf5465bc393,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医患之间的道德关系为（　　）。
请从以下选项中选择一个答案：
A.主从关系
B.商品关系
C.信托关系
D.陌生关系
E.私人关系

请注意，请你先给出正确答案，再给出你的解释。",医患之间的道德关系为（　　）。,"['A.主从关系', 'B.商品关系', 'C.信托关系', 'D.陌生关系', 'E.私人关系']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
5c322f9d-9dc2-48b9-9de9-2a851d17777d,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
对医患之间信托关系正确的理解是（　　）。
请从以下选项中选择一个答案：
A.类似于陌生人关系
B.不同于一般陌生人关系
C.陌生人关系
D.“父子关系”
E.主动-被动关系

请注意，请你先给出正确答案，再给出你的解释。",对医患之间信托关系正确的理解是（　　）。,"['A.类似于陌生人关系', 'B.不同于一般陌生人关系', 'C.陌生人关系', 'D.“父子关系”', 'E.主动-被动关系']",B,,医学伦理学,MedQA,公卫法律伦理,临床医学,,,,,,,,,,,,
8864e8df-d1b8-4295-af0c-2cbcfe07567c,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项为构成医患信托关系的根本前提？（　　）
请从以下选项中选择一个答案：
A.病人求医行为中包含对医师的信任
B.现代医学服务是完全可以信赖的
C.医师是“仁者”
D.病人在医患交往中处于被动地位
E.医患交往中加入一些特殊因素

请注意，请你先给出正确答案，再给出你的解释。",下列哪项为构成医患信托关系的根本前提？（　　）,"['A.病人求医行为中包含对医师的信任', 'B.现代医学服务是完全可以信赖的', 'C.医师是“仁者”', 'D.病人在医患交往中处于被动地位', 'E.医患交往中加入一些特殊因素']",A,,医学伦理学,MedQA,,,,,,,,,,,,,,
